ID,round,phase,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,dwmean_1,dwmean_2,dwmean_3,dwmean_4,schemas_1,schemas_2,schemas_3,schemas_4,RT_1,RT_2,RT_3,RT_4,payoff,accuracy,performance,novelty,breakR,afterbreak,type
Hc1156,6,12,20,10,14,13,147,40,84,52,0.222728955,0.148764607,0.245931716,0.207502434,10,3,10,2,32.9948872,6.3333622,21.3252198,12.06199045,6,1,72,0,6,1,Hc
Hc1156,7,13,10,12,7,19,35,40,17,102,0.218818072,0.231696178,0.184621672,0.262148904,2,1,1,8,8.689497,9.4995433,3.3231901,27.14134515,5.75,0.5,23,0,6,1,Hc
Hc1156,7,14,20,7,20,6,285,11,233,14,0.174649849,0.107839492,0.14493564,0.20257075,6,3,5,4,52.7900194,1.592091,34.5069737,3.367579952,5,0,20,0,6,1,Hc
Hc1156,8,15,20,4,4,3,133,5,4,3,0.253439868,0.208011917,0.25281446,0.194403338,7,8,7,1,34.3669657,1.2790732,1.2640723,0.777613352,3,1,36,0,6,1,Hc
Hc1156,8,16,15,7,14,20,87,10,78,210,0.147326608,0.246741391,0.117310505,0.163559118,2,6,4,2,14.0868057,2.8391624,11.0446317,35.49078515,5.75,0.5,23,0,6,1,Hc
Hc1156,9,17,9,3,20,12,46,9,159,116,0.099260996,0.14790846,0.150633615,0.142293717,10,2,2,10,4.7582721,2.3401339,24.4453982,17.38240675,6,1,72,0,6,1,Hc
Hc1156,9,18,20,4,4,19,175,6,20,112,0.198642043,0.0490028,0.109958667,0.210672062,5,6,3,6,37.1131228,0.8270473,2.605149,24.33397325,5.25,0.5,21,0,6,1,Hc
Hc1156,10,19,6,13,11,16,44,83,75,115,0.090138489,0.206880881,0.142047599,0.201063224,6,10,10,1,4.056232,18.2200421,11.3576496,24.09709935,5.75,0.5,23,0,6,1,Hc
Hc1156,10,20,18,8,16,14,125,35,102,65,0.161072705,0.104033725,0.207817712,0.190965468,5,2,2,2,21.8562501,3.8842222,22.1832688,13.18685475,5.5,0.5,22,0,6,1,Hc
Hc1156,11,21,20,2,10,18,296,1,48,60,0.210732592,0.43652495,0.111414535,0.289680527,7,1,7,5,63.149612,0.8730499,5.7883311,18.91858345,3,1,36,0,6,1,Hc
Hc1156,11,22,6,6,20,16,35,11,109,132,0.227929706,0.188594117,0.220521704,0.164317058,3,3,2,6,9.7195559,2.7921597,24.6794116,22.63421335,5.5,0.5,22,0,6,1,Hc
Hc1436,1,1,20,13,7,11,225,35,25,15,0.461721097,0.277321419,0.542377173,0.151008644,1,2,2,1,151.9156891,23.6323517,16.3019324,6.71441242,4,0,16,0,6,0,Hc
Hc1436,1,2,20,13,2,13,75,35,1,33,0.562347954,0.5495592,2.91666685,0.470762226,3,3,7,6,48.0637491,30.5137453,8.1274648,22.49601752,3,0,12,0,6,0,Hc
Hc1436,2,3,7,17,9,4,12,35,20,4,0.290401215,0.384549767,0.390784248,0.804642384,9,2,5,2,4.6022632,16.7859601,10.3585925,5.44229312,3,0,12,0,6,0,Hc
Hc1436,2,4,16,2,13,8,30,1,22,8,0.694459065,0.2885165,0.486375648,0.316503413,10,8,6,10,23.0103161,0.9980571,12.7297281,3.61257442,5,0,20,0,6,0,Hc
Hc1436,3,5,16,3,4,5,30,3,3,10,0.533869242,0.058503375,0.581033225,0.586570547,10,10,10,10,17.4880002,0.7960456,2.7611579,7.87335732,6,1,72,0,6,0,Hc
Hc1436,3,6,20,4,4,5,82,3,9,4,0.38505817,0.1677596,0.65373739,0.300162824,4,5,5,6,38.0331753,0.9050518,7.3944229,3.15390872,3,0,12,0,6,0,Hc
Hc1436,4,7,20,6,3,9,76,8,2,12,0.642062699,0.159564689,0.0623369,0.47072514,4,2,9,4,52.8220213,2.9951713,0.4990285,9.50562052,3,0,12,0,6,0,Hc
Hc1436,4,8,20,1,4,7,51,0,3,8,0.566282392,0.1880107,0.604534575,0.314077102,7,7,10,7,31.3557935,0.7960455,3.0891767,4.13576872,3.25,0.5,13,0,6,0,Hc
Hc1436,5,9,19,4,1,15,53,9,0,28,0.659519204,0.26841535,0.7950454,0.245698304,2,4,1,9,39.3122485,3.5572035,1.435082,9.33437732,3.5,0.5,14,0,6,0,Hc
Hc1436,5,10,20,2,11,8,72,1,17,14,0.345101925,0.51452945,0.62220225,0.380011421,7,7,7,10,28.9076534,1.0290589,12.885737,6.66822662,3.75,0.5,15,0,6,0,Hc
Hc1436,6,11,18,6,7,3,190,9,11,5,0.282120848,0.24491402,0.362604067,0.215845683,5,8,7,5,63.5866369,3.5722044,5.4283104,2.39285152,3.25,0,13,0,6,1,Hc
Hc1436,6,12,11,13,8,4,45,102,43,17,0.275037467,0.192661505,0.214489539,0.345797556,10,2,2,2,15.8809084,23.9453696,10.1245791,8.44351612,3.25,0.5,13,0,6,1,Hc
Hc1436,7,13,19,3,7,5,111,2,18,7,0.252121565,0.166342833,0.158430116,0.16123434,3,2,2,4,35.0690059,0.6390365,4.1972401,1.99191492,3,0,12,0,6,1,Hc
Hc1436,7,14,18,8,4,7,102,9,6,10,0.298046173,0.25121437,0.481456114,0.244746484,1,8,8,10,33.2439015,3.9312248,4.5242588,3.53525952,3.5,0,14,0,6,1,Hc
Hc1436,8,15,20,17,8,12,124,43,12,33,0.422704178,0.301380873,0.231628631,0.226491259,7,6,3,5,57.0652639,16.660953,4.0252302,9.08878212,4.25,0,17,0,6,1,Hc
Hc1436,8,16,20,4,5,5,95,3,6,4,0.340279881,0.207011825,0.851334414,0.17781016,1,2,8,10,36.8471075,2.2001258,6.6143784,1.91142982,3.25,0.5,13,0,6,1,Hc
Hc1436,9,17,19,4,12,9,80,7,34,32,0.3587983,0.374396413,0.474598574,0.257680285,7,7,1,1,31.9028247,3.1041776,17.6130074,9.14348602,5.5,0.5,22,0,6,1,Hc
Hc1436,9,18,19,7,16,8,69,13,48,13,0.485170611,0.278587364,0.426330508,0.452126009,5,5,9,3,36.785104,4.5242588,27.1765544,7.77784702,5.5,0,22,0,6,1,Hc
Hc1436,10,19,20,9,2,17,161,9,1,36,0.416770755,0.48052749,0.9055518,0.356290649,1,1,6,1,71.4170849,6.9883997,2.8701641,14.95908602,4.25,0,17,0,6,1,Hc
Hc1436,10,20,20,3,16,5,70,2,39,8,0.464533613,0.3590205,0.255464612,0.064471047,9,10,9,3,34.4139684,2.5901481,11.153638,1.65630092,3.75,0,15,0,6,1,Hc
Hc1436,11,21,18,8,5,3,126,13,6,4,0.221839461,0.197154136,0.118006757,0.248892044,3,7,3,3,28.5006302,3.6972114,1.5590892,2.14951202,4.25,0.5,17,0,6,1,Hc
Hc1436,11,22,20,6,10,10,150,8,27,19,0.287102514,0.251236567,0.174938579,0.346811116,6,8,10,2,43.6954993,2.8231614,5.2573007,7.73126772,3,1,36,0,6,1,Hc
Hc1436,12,23,12,11,9,4,33,29,22,4,0.303311471,0.48622781,0.291668852,0.513979404,6,6,5,7,11.3726505,16.1149217,8.7985032,4.03598082,4.75,0,19,0,6,1,Hc
Hc1436,12,24,19,9,8,6,92,19,10,8,0.347912373,0.27691584,0.605489173,0.441179269,8,2,8,1,34.2729603,6.3653641,7.5814336,4.73465712,3.25,0,13,0,6,1,Hc
Hc1436,13,25,9,1,19,6,14,0,75,5,0.451425827,0.4210241,0.386140511,0.292329303,5,5,5,3,11.4356541,0.9510544,31.0127738,2.83003742,5.5,0,22,0,6,1,Hc
Hc1436,13,26,20,11,19,5,130,18,50,6,0.326873658,0.376021505,0.339901794,0.276618031,7,1,1,7,46.628667,11.01363,18.6580671,2.73137172,4,0,16,0,6,1,Hc
Hc1436,14,27,8,13,16,5,18,32,32,8,0.494186153,0.456177603,0.349747273,0.227235222,5,8,3,8,10.4675987,15.787903,12.4797138,3.05966102,5.5,0,22,0,6,1,Hc
Hc1436,14,28,4,10,15,5,6,22,48,6,0.436739257,0.350672235,0.383981141,0.453343874,7,1,4,9,4.1032347,9.4845425,19.8901376,4.00045442,5,0.5,20,0,6,1,Hc
Hc1620,1,1,20,4,7,12,1240,5,28,37,0.190807852,0.393022483,0.207632569,0.205497424,4,4,2,2,241.535815,3.1981829,6.4273677,7.80890212,2.5,0.5,10,0,5,0,Hc
Hc1620,1,2,20,6,17,6,443,21,116,25,0.193945778,0.128370982,0.15427378,0.284043589,9,7,8,3,86.1119253,3.058175,18.3460493,7.38513332,3.75,0,15,0,5,0,Hc
Hc1620,2,3,20,6,7,6,378,8,9,10,0.159499888,0.109339578,0.12010687,0.15309492,9,9,5,3,60.4504576,1.1080633,1.2010687,1.68404412,3.5,0.5,14,0,5,0,Hc
Hc1620,2,4,20,7,4,4,476,9,3,5,0.174217512,0.14350821,0.288516525,0.326129787,6,4,1,6,83.1017531,1.6690955,1.3260759,1.95677872,4,1,48,0,5,0,Hc
Hc1620,3,5,20,6,6,19,730,8,11,164,0.179069066,0.1647872,0.200178117,0.199116238,10,10,10,10,131.0404951,2.1221214,2.6361508,32.85417932,6,1,72,0,5,0,Hc
Hc1620,3,6,20,7,5,4,495,11,7,4,0.145054667,0.163842708,0.175510037,0.446964004,5,8,8,5,72.0101187,2.4341393,1.4040803,2.23482002,6,1,72,0,5,0,Hc
Hc1620,4,7,19,7,4,6,209,12,3,8,0.215355175,0.184856731,0.48352765,0.32066788,8,6,6,8,45.2245867,2.4031375,1.9341106,2.88601092,4,1,48,0,5,0,Hc
Hc1620,4,8,20,8,7,19,666,8,13,134,0.20373729,0.381577378,0.148008464,0.199460838,9,5,4,5,143.381201,3.4341964,2.0721185,26.92721312,6,1,72,0,5,0,Hc
Hc1620,5,9,20,6,6,18,561,12,16,167,0.204549066,0.108006177,0.061474106,0.157067071,10,10,10,10,117.5467233,1.9971142,1.0450598,26.38726792,6,1,72,0,5,1,Hc
Hc1620,5,10,20,7,5,18,524,12,11,110,0.206571815,0.138007892,0.100089058,0.154938297,1,1,8,5,110.5113209,1.7941026,1.2010687,17.19815092,4.75,0.5,19,0,5,1,Hc
Hc1620,6,11,20,6,3,20,617,11,5,150,0.172459702,0.208011892,0.314518,0.162330076,5,1,1,5,113.0224645,2.4961427,1.887108,25.30788692,5.25,0.5,21,0,5,1,Hc
Hc1620,6,12,20,4,6,4,321,3,8,6,0.207306888,0.331518975,0.152564278,0.229185517,3,7,3,9,66.7838198,1.3260759,1.3730785,1.60429862,4,1,48,0,5,1,Hc
Hc1620,8,15,20,3,7,3,339,6,15,3,0.208491337,0.251871543,0.255452112,0.180695055,6,6,5,4,70.8870545,1.7631008,4.0872338,0.72278022,6,1,72,0,5,1,Hc
Hc1620,8,16,20,6,5,20,319,11,13,158,0.221715806,0.137841217,0.167080986,0.216863708,7,7,10,3,70.949058,1.6540946,2.3391338,34.48132962,6,1,72,0,5,1,Hc
Hc1620,9,17,19,4,5,5,138,5,4,7,0.337141586,0.143341533,0.26781532,0.142006065,10,10,10,8,46.8626804,0.8600492,1.3390766,1.13604852,6,1,72,0,5,1,Hc
Hc1620,9,18,20,13,3,4,490,64,4,3,0.215513345,0.282477695,0.24621408,0.209675155,7,7,7,4,105.8170524,18.3610502,1.2310704,0.83870062,2,1,24,0,5,1,Hc
Hc1620,10,19,18,5,4,4,115,5,4,8,0.259816584,0.338019333,0.21541232,0.143346813,2,10,4,1,30.1387238,2.028116,1.0770616,1.29012132,6,1,72,0,5,1,Hc
Hc1620,10,20,19,4,4,4,222,5,3,3,0.452752353,0.231346567,0.3862721,0.283748055,6,5,7,7,100.9637748,1.3880794,1.5450884,1.13499222,3,1,36,0,5,1,Hc
Hc1620,11,21,19,5,6,5,130,7,10,6,0.425604496,0.222262712,0.133371264,0.213833374,2,1,6,6,55.754189,1.7781017,1.4670839,1.49683362,4,1,48,0,5,1,Hc
Hc1620,11,22,19,4,8,4,200,5,19,5,0.361906272,0.319851633,0.21526231,0.253017587,7,10,10,3,72.7431607,1.9191098,4.3052462,1.51810552,6,1,72,0,5,1,Hc
HL1417,1,1,20,4,2,17,325,5,2,67,0.395942893,0.231346567,0.5043622,0.243160968,10,8,8,8,174.7369944,2.028116,2.1371223,24.40161417,4.25,0,17,0,6,0,HL
HL1417,1,2,20,6,9,2,43,9,16,1,0.861572005,0.58313334,0.353255488,0.7645437,5,1,4,4,39.7962762,6.7393855,9.4845425,2.66176797,4.75,0,19,0,6,0,HL
HL1417,2,3,10,5,11,10,15,6,25,23,0.7272916,0.532744743,0.758427996,0.788420096,10,4,10,10,13.1507522,4.4302534,20.717185,19.83227207,6,1,72,0,6,0,HL
HL1417,2,4,17,5,3,3,56,6,3,4,0.694601135,0.086862114,0.647537025,1.019438174,5,3,6,5,41.7303868,1.0770616,3.8222186,5.90823727,5,0,20,0,6,0,HL
HL1417,3,5,20,4,2,3,100,7,1,2,0.446867147,0.31201785,0.6550375,0.567032433,5,5,6,8,47.6897277,3.338191,1.7621007,2.62110077,3.5,0.5,14,0,6,0,HL
HL1417,3,6,20,7,8,8,69,8,9,10,0.670852653,0.3899112,0.49292819,0.700127715,4,9,10,9,48.6877847,4.7262704,5.6323221,8.37244327,4.5,0,18,0,6,0,HL
HL1417,4,7,20,3,3,14,65,3,8,32,0.68470583,0.43277475,0.209678656,0.479362008,6,2,5,6,48.5007741,2.3871366,2.4331391,17.53904467,3,1,36,0,6,0,HL
HL1417,4,8,20,2,6,9,94,1,10,10,0.432172087,1.21706965,0.401295682,0.717440834,4,7,4,9,43.2564741,2.9331678,4.9922855,9.26592767,2.75,0.5,11,0,6,0,HL
HL1417,5,9,16,3,3,12,123,5,8,50,0.299299377,0.16134255,0.195900089,0.402277914,8,10,8,8,38.2981906,1.3730785,2.2311276,22.09811347,2,1,24,0,6,0,HL
HL1417,5,10,20,3,3,9,125,8,2,16,0.345559447,0.140452478,0.457692833,0.340431235,9,5,7,5,43.5714921,2.2631295,1.9021088,6.74887067,5,0.5,20,0,6,0,HL
HL1417,6,11,18,5,3,13,109,9,2,87,0.38304009,0.06710384,0.457359467,0.157236267,2,2,5,5,42.2434161,1.3260759,1.9341106,14.98012307,5.25,0.5,42,0,6,1,HL
HL1417,6,12,20,16,6,4,193,69,10,5,0.303476121,0.228184479,0.2850163,0.27568245,4,7,3,4,59.5924085,16.8949663,3.7282132,2.00651247,3.5,0.5,28,0,6,1,HL
HL1417,7,13,20,4,7,5,147,9,17,13,0.343310177,0.07930454,0.224512844,0.140365171,7,10,10,10,51.1369249,1.2630723,4.6642667,3.12652517,3,1,36,0,6,1,HL
HL1417,7,14,16,5,11,6,80,9,29,12,0.523079301,0.14960856,0.61726864,0.284799121,9,8,2,5,43.3994823,2.2931312,18.6580672,4.77845007,5.25,0.5,42,0,6,1,HL
HL1417,8,15,20,7,9,7,150,20,22,18,0.3872142,0.242156705,0.31671377,0.3941278,6,2,8,2,58.8283648,5.9283391,7.9864568,8.32999857,4.75,0,19,0,6,1,HL
HL1417,8,16,7,3,1,8,66,3,0,37,0.261925428,0.22626295,0.2960169,0.180641911,9,4,7,3,18.392052,1.6540946,0.8110464,7.63121847,3.75,0.5,30,0,6,1,HL
HL1417,9,17,20,5,4,12,105,9,5,38,0.505377963,0.27931598,0.1715098,0.266786317,2,3,10,6,53.9290846,3.5572034,1.5290875,11.19971187,4.75,0.5,38,0,6,1,HL
HL1417,9,18,10,2,8,3,83,1,17,12,0.290457089,0.2185125,0.472360356,0.499259323,5,5,5,1,25.1474384,1.1080634,9.0635184,6.99694667,5.75,0.5,46,0,6,1,HL
HL1417,10,19,20,8,8,11,103,8,11,20,0.511808119,0.332796811,0.436858317,0.618797295,3,9,4,4,53.6180668,3.7902168,5.2422998,13.88785657,3.75,0.5,30,0,6,1,HL
HL1417,10,20,18,11,7,8,68,23,10,18,0.515725149,0.368521075,0.709131473,0.448288795,5,5,6,5,35.8180487,9.5155443,7.8944515,9.51991357,6,1,72,0,6,1,HL
HL1417,11,21,19,4,17,12,152,5,56,28,0.282728589,0.39252245,0.321860514,0.24366911,1,1,2,2,43.9925162,3.0101722,18.5800627,7.89878687,5.5,0,22,0,6,1,HL
HL1417,11,22,20,10,5,6,110,12,10,29,0.360083659,0.356481931,0.354565727,0.269775352,3,10,4,6,40.9973449,5.3353052,4.2902454,9.09131767,5.5,0.5,44,0,6,1,HL
HL1417,12,23,20,6,11,6,75,7,31,12,0.598744772,0.382146863,0.458244963,0.556184667,5,6,5,8,47.3307071,3.4631981,14.7258423,7.66742567,5.75,0.5,46,0,6,1,HL
HL1417,12,24,20,8,6,2,81,14,15,1,0.628914022,0.330685573,0.339331906,0.832587435,9,3,10,10,52.7910194,5.5693186,5.6633239,2.42921857,4.75,0,19,0,6,1,HL
HL1417,13,25,20,6,5,14,80,12,6,23,0.554871243,0.214781508,0.272015543,0.512693778,8,10,8,10,45.0685778,3.5562034,2.3401338,12.30465067,5,0.5,40,0,6,1,HL
HL1417,13,26,20,2,11,6,78,1,18,10,0.536537016,1.1465656,0.477027284,0.326200482,6,1,1,6,43.0244608,3.0731758,9.4225389,3.79264617,4.75,0.5,38,0,6,1,HL
HL1417,14,27,10,3,6,10,25,2,10,27,0.490797304,0.2650152,0.479391055,0.473202406,6,2,1,5,12.7917316,1.3260759,5.2733016,13.67069137,4.5,0.5,36,0,6,1,HL
HL1417,14,28,6,3,5,13,29,4,9,36,0.265181833,0.16540946,0.55693186,0.481077837,3,3,3,3,8.6254933,0.9060519,6.0983488,18.42391577,5.25,0.5,42,0,6,1,HL
HL1595,1,2,8,13,8,15,10,87,13,51,0.7798628,0.413080444,0.241799543,0.281746881,6,7,4,7,11.0446317,37.9551709,3.619207,17.93449367,4.25,0,17,0,6,0,HL
HL1595,2,3,14,16,20,20,44,41,145,134,0.348397704,0.30830335,0.230478935,0.380302774,3,9,8,7,15.8499066,13.322762,36.2860755,52.64994927,3.25,0,13,0,6,0,HL
HL1595,2,4,11,11,12,18,12,46,34,115,0.628959054,0.153689643,0.440825214,0.316576501,1,2,2,4,9.0015148,7.5504319,15.786903,37.47291687,2.75,0.5,11,0,6,0,HL
HL1595,3,5,16,16,2,20,40,76,1,169,0.508004668,0.249572717,0.1715098,0.319259436,3,7,8,7,21.0922064,20.3111617,0.8270473,56.14103977,3.25,0,13,0,6,0,HL
HL1595,3,6,17,4,18,18,44,4,103,43,0.213923347,0.54603124,0.296891981,0.35133517,2,2,9,9,9.7195559,2.7301562,31.5738059,16.28679477,3.5,0,14,0,6,0,HL
HL1595,4,7,17,19,4,19,57,109,6,119,0.315776683,0.301762715,1.103063086,0.234855878,3,4,6,3,18.3470494,34.022946,8.689497,29.58978577,3.25,0,13,0,6,0,HL
HL1595,4,8,19,10,15,3,106,14,83,2,0.24565891,0.45962628,0.234013385,0.318489856,9,2,5,5,26.5835205,7.1604095,20.0771484,1.110478467,4.75,0,19,0,6,0,HL
HL1595,5,9,17,18,7,13,72,114,18,41,0.236136793,0.279989928,0.316912858,0.342532425,1,10,4,1,17.2379859,33.0408899,8.6584952,15.55542877,3.75,0,15,0,6,0,HL
HL1595,5,10,19,18,10,12,135,94,41,36,0.183076649,0.133818181,0.1489609,0.219173945,9,8,2,8,27.2545588,15.2568727,6.9573979,8.857478667,2.5,0,10,0,6,0,HL
HL1595,6,11,19,9,19,11,99,11,118,16,0.455846074,0.179426925,0.197423056,0.247182733,5,5,5,5,45.7246153,2.8701641,24.2113848,4.874144967,6,1,72,0,6,1,HL
HL1595,6,12,18,18,18,19,99,112,88,122,0.213722225,0.241031485,0.35441353,0.327095776,6,10,6,1,22.6512956,28.1426097,32.1988417,41.20083587,4.25,0.5,34,0,6,1,HL
HL1595,7,13,20,2,20,9,110,1,163,15,0.207831707,0.23351335,0.204426328,0.222450554,5,6,4,2,23.0693195,0.6380365,34.9439987,3.559208867,4.5,0,18,0,6,1,HL
HL1595,7,14,20,20,11,17,139,194,34,84,0.216955266,0.247126954,0.196125503,0.282410649,9,9,9,3,30.4047391,48.5317758,7.3634212,24.00490517,3.75,0,15,0,6,1,HL
HL1595,8,15,20,15,13,12,153,46,44,52,0.161756005,0.137412115,0.151830907,0.316131289,8,8,10,8,24.9104248,6.4583694,7.238414,17.05777867,2.25,0.5,18,0,6,1,HL
HL1595,8,16,14,9,10,20,28,17,20,127,0.308776283,0.18895525,0.34321011,0.339979226,6,3,2,2,8.9545122,3.4011945,7.7534435,43.75135437,3.5,0.5,28,0,6,1,HL
HL1595,9,17,8,20,14,9,15,148,64,15,0.156008925,0.272948497,0.142562003,0.174011867,9,5,4,9,2.4961428,40.6693261,9.859564,3.439227367,3.25,0,13,0,6,1,HL
HL1595,9,18,19,6,20,20,105,9,148,274,0.197209392,0.14350821,0.177258461,0.202047501,7,3,7,10,20.9041956,1.4350821,26.5515187,55.93708387,3.25,0.5,26,0,6,1,HL
HL1595,10,19,20,10,4,19,283,23,4,134,0.177918627,0.141716438,0.15920912,0.153364175,7,7,7,3,50.5288901,3.4321963,0.7960456,21.09318597,3.5,0.5,28,0,6,1,HL
HL1595,10,20,17,12,13,16,78,35,24,80,0.19687202,0.228818644,0.406823268,0.191183386,8,8,8,8,15.5528896,8.2374712,10.2485861,15.81287307,2.25,0.5,18,0,6,1,HL
HL1595,11,21,18,13,10,18,76,69,28,67,0.180309014,0.189196536,0.190941955,0.164048369,5,6,4,5,13.8837941,13.2757594,6.1773533,12.46636397,2.5,0,10,0,6,1,HL
HL1595,11,22,19,13,4,12,179,38,16,18,0.219268097,0.32519809,0.203717535,0.101006146,3,8,8,8,39.4682574,12.9787424,3.760215,2.495149767,3.75,0,15,0,6,1,HL
HL1645,1,2,20,4,15,5,137,9,42,5,0.134971488,0.06710383,0.350020023,0.314518,5,5,9,8,19.0160877,0.9360535,16.3959378,3.269911035,4.5,0,18,0,6,0,HL
HL1645,2,3,18,3,9,13,75,3,11,19,0.355928253,0.090505175,0.722541325,0.639596567,10,6,6,10,27.3155624,0.892051,8.6704959,13.38396523,5.5,0.5,22,0,6,0,HL
HL1645,3,5,14,3,15,17,35,3,36,64,0.607923658,0.05850335,0.490325343,0.360282146,6,6,7,1,21.9162535,0.8900509,18.6880689,25.20876003,3.5,0.5,14,0,6,0,HL
HL1645,3,6,20,1,13,6,130,0,21,9,0.54756567,0.9200526,0.692085041,0.128288233,2,3,5,5,72.6031527,1.6070919,15.8499066,2.046926035,3.75,0,15,0,6,0,HL
HL1645,4,7,20,3,12,10,105,2,17,15,0.414136895,0.176676767,0.498361839,0.464225933,10,10,1,10,43.9615145,1.1380651,10.1245791,7.926643435,5.5,0.5,22,0,6,0,HL
HL1645,4,8,20,3,4,19,86,4,8,32,0.639427378,0.19361106,0.069226178,0.537030715,8,7,9,9,56.3792247,1.9341106,1.0290589,18.12661663,5.5,0.5,22,0,6,0,HL
HL1645,5,9,20,4,2,18,150,10,1,39,0.396201469,0.202829782,0.5465313,0.334229283,4,4,1,1,59.8884254,2.9641695,2.1691241,14.10221323,4.25,0.5,17,0,6,0,HL
HL1645,5,10,20,4,5,18,134,3,7,46,0.379718015,0.2687654,0.0507529,0.375704501,9,9,5,8,51.261932,1.6690955,0.87405,18.15714003,3.5,0.5,14,0,6,0,HL
HL1645,6,11,20,6,16,9,147,20,44,49,0.512279301,0.12553099,0.139385749,0.152888744,1,2,6,6,75.9723454,3.4311963,7.1304078,8.858647435,2.5,0.5,20,0,6,1,HL
HL1645,6,12,20,6,8,18,122,31,14,97,0.360955605,0.133538887,0.221479333,0.222849482,9,3,10,10,44.4295412,5.06929,4.353249,22.98993643,5.5,0,22,0,6,1,HL
HL1645,7,13,20,2,3,8,154,1,2,19,0.337264452,0.3980228,0.254681233,0.365689357,10,10,7,9,52.3069918,1.3570776,1.4670839,7.938822935,5,0.5,40,0,6,1,HL
HL1645,7,14,20,4,12,5,296,8,31,8,0.260998093,0.098783433,0.374833937,0.384799789,4,3,2,5,77.5164337,1.591091,12.4957147,3.979960735,3,0.5,24,0,6,1,HL
HL1645,8,16,20,3,19,1,145,2,65,0,0.523345002,0.078004467,0.246468642,1.3100748,4,2,1,9,76.6443838,0.7020402,17.1739823,2.307294435,5.5,0.5,44,0,6,1,HL
HL1645,9,17,10,2,2,20,44,3,5,147,0.304017389,0.1012558,0.205345083,0.200206427,8,5,8,7,13.9928003,0.8580491,1.2320705,29.63055123,5.5,0.5,44,0,6,1,HL
HL1645,9,18,20,3,4,2,179,2,3,1,0.207828553,0.202678267,0.136007775,0.1560089,10,3,2,10,37.5501477,1.0600607,1.0300589,0.873504735,6,1,72,0,6,1,HL
HL1645,10,20,20,2,3,15,362,1,13,45,0.250843548,0.5845335,0.085790621,0.218077693,9,5,5,9,91.5872385,2.8241615,1.2630722,10.87451123,5.75,0.5,46,0,6,1,HL
HL1645,11,21,20,2,3,3,99,1,4,7,0.37642153,0.74904285,0.28701642,0.265870017,5,5,5,2,38.0641772,2.0901195,1.9031089,2.626988735,6,1,72,0,6,1,HL
HL1645,11,22,20,2,3,8,124,1,4,11,0.553735672,0.58503345,0.17461,0.417273867,1,9,9,9,71.0110616,1.888108,1.3100749,5.955484535,5.25,0.5,42,0,6,1,HL
HL1645,12,23,14,3,3,4,18,5,2,3,0.601034379,0.052336317,0.176676767,0.151965884,10,10,10,9,11.4196532,0.7330419,1.0760616,0.607863535,6,1,72,0,6,1,HL
HL1645,12,24,20,17,5,4,160,42,11,3,0.437751747,0.185033837,0.061086825,0.139758,2,8,8,8,70.9490581,8.9545121,1.4040803,1.233971235,3.5,0.5,28,0,6,1,HL
HL1645,13,25,20,3,6,8,189,2,11,18,0.263551916,0.114673233,0.1130898,0.168591391,4,10,9,10,52.5250043,0.9050518,1.7941026,3.530255135,6,1,72,0,6,1,HL
HL1645,13,26,20,8,1,13,158,24,0,30,0.49831781,0.166649532,0.6080348,0.193236858,5,8,8,6,80.3555961,4.6652668,0.8110464,6.444061235,5.25,0.5,42,0,6,1,HL
HL1654,1,1,20,8,13,9,376,9,44,27,0.371878034,0.15600892,0.29988382,0.34518251,2,1,5,1,140.1980189,1.5600892,13.4947719,9.665110291,2.75,0.5,11,0,5,0,HL
HL1654,1,2,20,7,17,8,56,6,47,7,0.614982544,0.307589029,0.611972502,0.601076099,6,10,8,8,35.054005,2.1531232,29.3746801,4.808608791,4,0,16,0,5,0,HL
HL1654,2,3,20,4,5,4,184,4,6,4,0.500298886,0.28701642,0.289873714,0.517019398,4,4,10,7,92.5552939,1.4350821,2.029116,2.585096991,3.25,0,13,0,5,0,HL
HL1654,2,4,20,4,3,17,84,3,2,42,0.54381934,0.276015775,0.3796884,0.557745928,8,6,5,2,46.2246439,1.1040631,1.1390652,23.98307489,2.25,0.5,9,0,5,0,HL
HL1654,3,5,20,4,3,7,106,3,3,9,0.402247307,0.36277075,0.53428055,0.194033009,7,7,6,6,43.0404618,1.451083,2.1371222,1.940330091,2.75,0.5,11,0,5,0,HL
HL1654,3,6,20,4,12,11,165,6,23,24,0.438211811,0.267443871,0.618827063,0.273518912,2,9,9,9,72.7431607,1.8721071,14.8518495,6.837972791,3.5,0,14,0,5,0,HL
HL1654,4,7,20,7,7,6,265,9,7,10,0.467650808,0.36972115,0.46602665,0.304801754,2,9,3,9,124.395115,3.6972115,3.7282132,3.352819291,3.5,0,14,0,5,0,HL
HL1654,4,8,20,4,3,6,98,3,2,10,0.509918055,0.241763825,0.379688367,0.779320454,7,6,5,7,50.4818874,0.9670553,1.1390651,8.572524991,3.5,0.5,14,0,5,0,HL
HL1654,5,9,20,16,14,8,234,36,27,34,0.340147115,0.509758886,0.478027339,0.194943134,7,7,10,10,79.934572,18.8610788,13.3847655,6.823009691,4.75,0,19,0,5,1,HL
HL1654,5,10,20,2,13,5,103,4,16,5,0.685048798,0.23101322,0.363373724,0.217837865,9,9,9,2,71.245075,1.1550661,6.1773533,1.307027191,4,0,16,0,5,1,HL
