Gene,FDR,FC
Rcc2,0.000211263,3.303016033
Rcc2,0.000128066,2.257938646
Rcor2,0.004094192,3.045445921
Rcsd1,0.001616959,0.164240447
Rd3,0.002995621,0.215189661
Rdh10,0.016076749,3.075106992
Rdm1,0.003349042,0.425516434
Rdx,0.003629582,0.386925395
Rdx,0.001645256,0.443940003
Reck,7.39E-06,0.099941018
Reck,6.72E-05,0.188674035
Recql4,0.045372395,2.634147116
Reep1,0.000518131,0.232429048
Reep3,0.008225215,2.471265908
Rell2,6.57E-05,2.416166532
Reps2,0.00872787,0.283957575
Resp18,0.003408032,0.195687502
Retsat,0.000188863,2.248061968
Rfc4,0.019502576,1.980332427
Rfc4,0.015233205,1.975068441
Rfc5,0.009442359,2.471571348
Rftn2,9.25E-05,0.12731712
Rgl1,0.001815292,0.21424486
Rgl1,0.003816796,0.215617424
Rgp1,0.004953278,2.122138365
Rgs16,0.001281861,9.992880425
Rgs17,0.008278842,0.286236554
Rgs18,0.00096846,0.161288639
Rgs22,0.000269281,0.272318971
Rgs3,0.008749332,0.229092091
Rgs6,0.000646999,0.109019009
Rgs6,0.002809564,0.278178283
Rgs9,0.001521302,0.055866846
Rgs9,0.001700265,0.062310315
Rhbdl2,8.81E-06,19.07202119
Rhbg,0.002163969,2.495804396
Rhebl1,0.0092959,0.358684036
Rhob,0.004614636,0.438158526
Rhoc,0.001461915,0.351480844
Rhod,0.001773811,2.370747085
Rhoj,0.001286249,0.221697
Rhov,0.002064009,15.60873406
Rhox2c,0.00138994,0.345177737
Riiad1,0.000347967,0.285378832
Rilpl1,0.001009995,0.4861145
Rilpl1,0.001342116,0.492359828
Rin1,2.28E-05,5.722903981
Rinl,0.000998605,0.258476062
Ripk3,0.005119109,3.551488383
Ripk4,0.000576782,2.060767843
Ripply3,0.00103295,0.072865099
Rnase12,0.004409463,0.432741963
Rnase4,0.021950179,0.206544155
Rnase6,0.000378816,0.164679768
Rnase6,0.001877727,0.167741332
Rnase6,0.00065767,0.180103433
Rnase6,0.001344582,0.1860269
Rnase6,0.000219153,0.186946406
Rnase6,0.00088616,0.195913358
Rnase6,0.002968869,0.20033641
Rnase6,0.001656762,0.20596865
Rnase6,0.002688996,0.210730897
Rnase6,0.021242446,0.23545637
Rnaset2a,0.001599215,2.755202445
Rnf125,0.007162025,0.453048921
Rnf128,0.001159951,8.521679916
Rnf141,0.000828446,0.486535085
Rnf144a,0.000374981,0.084851597
Rnf149,0.000281885,5.18614622
Rnf167,0.002829905,0.453792893
Rnf183,3.74E-06,42.63005954
Rnf208,0.000724081,2.905800884
Rnf208,0.002365577,2.876446729
Rnf215,9.87E-05,0.392905374
Rngtt,4.78E-05,0.509585554
Rnh1,0.000936862,1.710843676
Rnpc3,0.012861551,0.534524188
Robo3,0.01325909,2.068732868
Robo4,0.002303226,0.18788952
Rora,0.000852778,0.270121748
Rpf2,0.000660019,2.14821431
Rpl31,0.009574982,2.848395859
Rpl39,0.000178393,2.31412138
Rpp38,0.000355096,2.458574258
Rprm,0.002022458,0.202531057
Rprml,0.000353269,0.101305762
Rps24,1.38E-06,0.133411059
Rps27a,0.002634791,1.772506406
Rps3,0.002048345,2.146884169
Rps6ka6,0.04464713,0.340136567
Rps8,0.002356065,5.893778171
Rptn,0.275713384,2.873015167
Rragb,0.001911056,0.327491573
Rras,0.000754826,0.445994205
Rrbp1,0.000193789,3.120326906
Rrm1,0.031124189,1.924541917
Rrm2,0.065282146,3.567741476
Rs1,1.64E-05,0.453599372
Rsph1,0.005694825,0.230296434
Rsph1,0.008884191,0.350310271
Rsph10b2,0.000307674,0.204313672
Rsph4a,0.003584321,0.149751779
Rsph4a,0.001191905,0.161059781
Rspo1,0.021716956,0.10751918
Rsu1,0.000769635,0.465647247
Rtkn2,0.004009111,0.062330621
Rtn1,0.001301818,0.165825322
Rtn2,0.000320765,0.175225959
Rtn4rl1,0.000775758,0.215093471
Rtp3,0.00214166,0.198252639
Rufy2,0.001300215,0.532850316
Rundc3b,0.085516918,0.633196662
Runx1,4.89E-05,5.428871554
Runx1,0.000813713,3.655594642
Runx1t1,0.00133045,0.105810006
Runx2,0.001972158,2.978189854
Rusc2,0.00165414,0.129384851
Rwdd2b,0.000108725,2.091348557
Rya3,0.000901721,161.4853857
S100a11,0.000784426,3.813781644
S100a14,0.001626353,21.00057105
S100a2,0.006871002,3.704171859
S100z,0.005302979,0.235465176
S1pr1,0.000575683,0.100312345
S1pr4,0.001739583,0.125780901
Saa1,0.170898313,3.646389087
Sall2,0.039441685,0.55331601
Samd4,0.007517409,0.346521852
Sap30,0.000767636,2.476410983
Sash1,0.000765602,0.319255891
Sat1,2.07E-05,3.143469021
Satb1,0.002041479,0.094755345
Sbds,0.000508563,0.459344757
Scamp5,0.125598647,1.651589793
Scara5,0.001028483,0.341636524
Scarf2,0.000359086,0.17757677
Schip1,0.001629785,0.364064822
Scin,0.000343563,13.64539439
Scml4,0.005243248,0.228196736
Scn2a1,0.002030752,0.454948012
Scn3a,0.001261981,0.041543802
Scn3a,0.002587353,0.0505064
Scn3b,0.001568699,0.37311962
Scn7a,0.000891351,0.055805879
Scnn1b,0.000811777,0.169211886
Sco1,8.02E-05,2.549230396
Scrg1,0.003155745,0.08870363
Scrn1,9.11E-07,0.096690132
Scrn1,0.000310994,0.2230609
Scube1,0.005762414,0.378957813
Scube2,0.000423274,0.020422547
Scube2,3.38E-05,0.124479199
Sdc1,0.000217633,5.121449982
Sdc2,0.001415035,0.306645667
Sdcbp2,0.001201402,10.62756992
Sdf4,0.000742371,0.536707402
Sdpr,1.68E-06,0.045313538
Sdr42e1,0.000915684,5.400700955
Sdsl,0.001519035,4.338177211
Sec11c,7.48E-05,3.03703518
Sec14l3,5.71E-06,0.06864701
Sec14l3,2.68E-06,0.068937129
Sec14l4,0.001039827,0.255682439
Sec23b,0.003891637,5.165796632
Sec62,0.00471555,0.510793572
Sectm1b,0.004095873,4.275763943
Sel1l3,0.003520973,4.748369276
Sema3a,0.001830147,0.185688246
Sema3a,0.000361603,0.199462656
Sema3b,0.002522073,0.102302862
Sema3c,0.00049662,0.10312385
Sema3c,0.004012428,0.137472498
Sema3e,0.000168885,0.115966359
Sema3f,0.00154731,0.44349997
Sema3g,0.000117475,0.052642138
Sema3g,0.000423408,0.093838691
Sema4f,0.000526254,0.317094388
Sema6a,6.24E-05,0.120990991
Sepp1,0.012883208,0.237664168
Sepw1,0.00149599,0.532385586
Serinc1,0.000137259,0.495411845
Serinc2,0.001768244,8.936505931
Serinc2,0.002243792,8.381656762
Serinc2,0.000766577,8.350223559
Serinc3,1.35E-05,0.266801226
Serinc3,0.000294044,0.275324717
Serinc3,0.000107918,0.283269042
Serp1,4.02E-05,2.056144355
Serp2,9.94E-05,0.392959069
Serpina10,0.234528308,2.865007086
Serpina3a,0.005125302,0.469293562
Serpina3c,0.004092482,0.123098276
Serpina3i,0.040781841,2.117257204
Serpinb11,0.009172412,22.03889975
Serpinb2,0.016545233,10.21789841
Serpinb5,7.88E-07,1259.912586
Serpine1,0.02342367,5.015452328
Serping1,0.000971639,0.217913519
Serping1,0.001541704,0.224213075
Serpinh1,0.009563279,0.250880592
Sertad4,0.001188067,5.896477948
Sesn2,0.006173465,3.534680691
Sez6l2,0.009289923,2.696968053
Sfmbt2,0.007702568,0.375439939
Sfn,0.000281683,22.90004515
Sfrp5,0.001140014,0.194288336
Sfrs18,0.002607891,0.495685296
Sftpb,0.024570323,0.224428132
Sfxn1,0.000200861,2.077279664
Sfxn1,0.000845429,2.008097511
Sfxn4,0.003811255,0.282090994
Sgca,0.002533678,0.165389517
Sgca,0.00155208,0.270591809
Sgcb,0.006714002,0.406923567
Sgcd,0.000519788,0.352473563
Sgce,0.000124286,0.123172059
Sgcg,3.47E-05,0.279181887
Sgip1,0.000310847,0.166387418
Sgms1,0.006585796,0.379472147
Sgms2,0.00035449,2.967497852
Sgol1,0.060452779,3.705063366
Sgol2,0.026352212,3.158026928
Sgsm1,0.003710056,2.936966004
Sgsm1,0.000774088,2.226233019
Sgsm3,0.000811934,3.148277637
Sgtb,0.0005374,0.371970955
Sh2d1b1,3.62E-05,0.181569574
Sh2d5,0.011050286,11.69860995
Sh3bgr,0.004795306,0.302169017
Sh3bgrl,0.000227963,0.392362572
Sh3bgrl2,7.37E-05,4.579180136
Sh3bgrl2,6.29E-05,3.234435165
Sh3bgrl2,8.48E-05,3.154602097
Sh3bgrl2,0.000127255,2.690911497
Sh3bp1,0.005271693,2.056159108
Sh3bp5,0.001322739,0.197955847
Sh3gl2,0.004804162,0.248365368
Sh3pxd2b,0.004683954,2.705090079
Sh3tc1,0.000624826,0.235285689
Sh3tc2,0.000385555,0.100005681
Sh3yl1,0.000274378,3.118600046
Shank3,0.002219394,0.10848247
Shank3,0.002836475,0.114293639
Shank3,0.004175395,0.116324318
Shank3,0.000700597,0.122229434
Shank3,0.001717043,0.123534457
Shank3,0.001688396,0.125566335
Shank3,0.001461368,0.126603317
Shank3,0.002095938,0.131388181
Shank3,0.012065115,0.147404153
Shank3,0.006435557,0.150169461
Shcbp1,0.028590224,3.742263199
She,0.000138829,0.115176313
Shh,0.006683275,0.4422916
Shmt1,2.10E-05,5.476418531
Shmt1,0.006215737,2.32763774
Shmt2,0.001659638,4.087285649
Sidt1,0.002942927,4.139574762
Siglech,0.000266919,0.127530901
Sik1,0.009796741,2.972733052
Sin3b,0.001770593,2.029095171
Sipa1,0.001220474,0.200673492
Sipa1l1,0.055352853,0.407309823
Sipa1l2,0.004765543,0.251327062
Sit1,0.006231827,0.349373528
Six1,0.003996745,3.972986318
Six5,0.039179783,0.581486112
Ska1,0.067773721,3.217454563
Skap1,0.002558291,0.112112666
Slamf7,0.005286929,0.282793956
Slc10a6,0.006719219,0.223986085
Slc10a6,0.008370023,0.24777771
Slc12a4,0.002736953,0.433583889
Slc12a5,0.122239359,0.469783262
Slc12a6,0.000138425,0.485479443
Slc13a4,0.007127109,0.043479081
Slc16a3,0.007917258,5.243533114
Slc16a3,0.006806887,5.143449698
Slc16a9,0.000213386,0.083916457
Slc16a9,0.000227848,0.143499609
Slc17a5,0.000351683,0.35844484
Slc19a2,0.029248823,1.539960239
Slc19a3,0.000383126,0.301933265
Slc19a3,0.002691932,0.444297294
Slc20a2,4.22E-05,2.682462129
Slc20a2,3.62E-05,2.403236337
Slc22a14,0.030436672,0.463005239
Slc22a15,3.89E-05,3.452674317
Slc22a23,0.001129711,0.42240993
Slc23a3,0.000479834,5.586915781
Slc24a3,0.003503434,0.270709821
Slc25a13,0.000613445,5.353562516
Slc25a24,0.006267318,1.730040019
Slc25a34,0.006173027,0.268517428
Slc25a42,0.004256677,0.519821505
Slc25a48,0.010983586,6.779738191
Slc25a5,2.03E-05,2.182267702
Slc27a3,0.006507835,0.35669681
Slc28a3,0.002338826,19.63107549
Slc29a1,0.000377104,0.095869378
Slc2a1,0.000549856,6.231369919
Slc2a10,0.002080768,0.3457116
Slc2a9,0.001735278,2.394056176
Slc30a1,0.018383921,0.452761224
Slc30a2,0.000191943,0.425310844
Slc30a7,0.000172105,2.335080944
Slc34a1,0.00460948,7.052934423
Slc34a1,0.000791726,3.178281284
Slc34a3,0.007701121,1.850579526
Slc35a1,0.001615457,2.291705118
Slc35b2,0.001886518,2.126389371
Slc35c1,0.000924644,2.604929362
Slc35d1,0.001609107,2.001695858
Slc35f5,0.004681973,2.611740044
Slc36a1,0.000416154,2.167491939
Slc36a2,0.000154573,0.126854723
Slc38a5,0.001618143,0.019198198
Slc38a9,0.002181877,0.532832438
Slc39a11,0.000151406,5.645696132
Slc39a4,0.000611172,3.163470592
Slc43a1,0.004656993,0.324193963
Slc43a3,0.00074278,0.04798834
Slc44a1,0.066622377,1.823948651
Slc44a2,0.000350533,0.378581048
Slc44a4,1.19E-05,8.632470378
Slc45a3,0.000552258,10.35476896
Slc45a4,0.005746865,2.218855291
Slc4a8,0.002491635,0.268152727
Slc5a1,0.002210926,4.245556686
Slc5a12,0.001123525,0.056259279
Slc5a12,0.001601596,0.128296641
Slc5a9,0.00015936,84.94010975
Slc5a9,0.000136843,70.55623717
Slc6a2,0.000348047,0.039378132
Slc6a4,0.006080426,0.071077304
Slc6a9,0.012821458,0.514360079
Slc7a10,1.28E-05,0.009138365
Slc7a11,0.000621812,12.5589738
Slc7a5,0.006056954,3.271699094
Slc7a8,0.000107567,9.578764408
Slc7a8,0.000251811,9.24358832
Slc7a8,0.000172642,9.143339927
Slc7a8,0.000236819,8.515799534
Slc7a8,0.000328845,8.496351103
Slc7a8,0.000354545,8.356405155
Slc7a8,0.000261054,8.220408455
Slc7a8,0.000216273,8.199726845
Slc7a8,0.000213121,8.165475468
Slc7a8,0.000510502,7.897105694
Slc8a3,0.001380146,0.404616426
Slc9a3r2,0.000158197,0.085144792
Slc9a3r2,4.98E-05,0.173711754
Slco1a5,0.002050174,6.980070037
Slco2a1,0.000286279,0.133617818
Slco3a1,0.000113853,0.143208895
Slco3a1,0.000217926,0.401542144
Slco4a1,0.004451026,3.662878964
Slfn10-ps,0.001218205,3.149806065
Slfn5,0.000509328,0.335244244
Slit1,0.005212576,5.057162683
Slit2,0.008342291,0.331799405
Slit3,0.068125119,0.412410565
Slk,0.00977067,2.422853958
Slu7,0.000309908,0.582316623
Slx,3.82E-05,0.4619249
Smad6,0.000371939,0.097888559
Smad7,0.00105658,0.344142293
Smad9,0.000554418,0.119255815
Smarca1,0.056708332,0.517571612
Smarca2,5.75E-05,0.291279017
Smarcd3,0.007148611,0.395373881
Smox,2.71E-05,3.707039144
Smox,0.00036484,3.661483058
Smpd3,0.372024428,0.650944204
Smpdl3b,0.007219782,5.868295999
Smtnl2,6.47E-06,0.20652661
Smurf2,0.000295199,0.35928064
Smurf2,0.000696584,0.388403493
Smurf2,0.001948292,0.430618782
Snai3,0.100057254,2.039190627
Snap23,0.000157086,0.456425007
Snap25,0.000109514,0.362777328
Snca,0.000569241,0.137752851
Sned1,0.000250757,0.214954345
Sned1,0.002809767,0.442410068
Snord123,0.0021664,0.481749928
Snph,0.007593647,0.235942209
Snrk,0.000417122,0.311576594
Snta1,0.000189355,0.446741498
Sntg2,0.000149961,0.195104057
Sntn,0.005290435,0.176338871
Snx21,0.001655662,0.39777461
Snx25,1.11E-05,0.351784068
Snx7,0.00562478,1.794617573
Sorbs1,0.000871305,0.13802979
Sorbs3,0.009116279,0.291985864
Sorcs2,0.00139071,3.591673971
Sorl1,0.017615853,0.603270464
Sostdc1,0.003563355,8.354128042
Sostdc1,0.005381022,6.682820122
Sox11,0.008726318,0.384597112
Sox11,0.040885827,0.490318917
Sox13,1.81E-05,0.381901285
Sox15,4.71E-05,7.33857332
Sox17,0.001960183,0.128894489
Sox17,0.00229575,0.172570612
Sox18,0.00336983,0.103912538
Sox2,0.000469858,7.792033522
Sox21,7.60E-05,36.19134726
Sox21,0.000693741,6.244087127
Sox7,0.010978796,0.133589286
Sox9,5.62E-05,26.08295973
Sox9,6.55E-05,24.50310759
Sox9,0.000107701,24.04089072
Sox9,9.57E-05,23.31221066
Sox9,3.61E-05,22.41113094
Sox9,0.000233321,22.23213152
Sox9,9.02E-05,20.89169255
Sox9,0.000110719,20.49674258
Sox9,0.000806063,16.66651552
Sox9,9.22E-05,16.63118827
Sp140,0.002856034,0.34590509
Spag16,0.006306952,0.347157402
Spag17,0.001493302,0.271308646
Spag5,0.037248584,2.952988013
Spata17,4.06E-05,0.20785043
Spata18,0.007881597,0.219785028
Spata18,0.001218419,0.264606661
Spats2,1.99E-05,10.2835083
Spats2l,0.000229344,0.320206737
Spc24,0.084428316,2.707863043
Spc25,0.029828844,5.104606253
Specc1l,0.000168167,0.303874492
Speer4f,0.001211694,0.336698178
Spef2,0.001144248,0.30173368
Speg,0.002973792,0.377617732
Spin1,0.000939507,2.005453522
Spink2,0.013468059,0.201223363
Spink3,0.084141472,9.305906599
Spink5,0.007544451,15.46951207
Spinlw1,0.001301678,0.118399419
Spint1,0.000225426,5.177705048
Spint1,0.000604709,4.966911005
Spint2,0.00176794,3.466899594
Spint2,0.00062143,3.065952592
Spire2,0.018983631,2.332437254
Spn,0.008632749,0.128725393
Spna2,3.32E-06,0.288531114
Spnb1,0.002161227,0.283324585
Spnb2,0.000114151,0.108705068
Spnb2,3.66E-06,0.145994134
Spnb2,1.86E-05,0.207775878
Spnb3,9.15E-05,5.261244388
Spnb4,0.000126357,2.577523309
Spnb5,0.002024503,0.490157249
Spns1,0.000166436,0.400808242
Spon1,0.000294457,0.114307346
Spon1,0.00112285,0.165788758
Spop,0.000542431,0.521397
Sprr1a,0.000260622,195.4974132
Sprr2a2,1.53E-05,6071.47672
Sprr2a2,0.002491532,13.58741626
Sprr2d,0.0005444,2297.957595
Sprr2e,0.001935953,22.72562836
Sprr2f,0.000376032,1387.46346
Sprr2h,0.000531231,91.17217799
Sprr3,0.005677629,42.89690259
Spry1,0.000691716,0.251935708
Spry2,0.005596717,0.36062318
Spsb4,0.000304992,9.308055001
Sptlc3,0.001092053,4.858109719
Sqle,0.003404122,2.374021164
Srcin1,0.025573231,0.375268886
Srd5a1,0.000540649,32.6422167
Srek1ip1,0.000455959,2.005566075
Srgap2,0.002417665,0.46086097
Srgap3,0.002966308,4.524058998
Srm,0.005796739,2.549405449
Srm,0.005761494,2.388375148
Srp72,1.89E-06,2.186755039
Srpk3,0.007208501,0.175607204
Srpx,0.002504922,0.217270432
Srsf13b,0.065814056,1.571744183
Srxn1,0.000191353,2.467835211
Ssfa2,0.000421683,3.053535488
Ssh2,1.57E-05,0.491303448
Sspn,6.34E-05,0.229881254
Ssr1,0.00176526,0.392419911
Ssr4,4.57E-05,2.949754169
Sstr2,0.022380272,3.469745489
Ssx2ip,0.000277093,3.148036749
Ssx2ip,4.67E-05,2.424536902
St14,0.000225735,3.852600974
St3gal2,0.000785636,0.345732939
St3gal2,0.001369814,0.538121898
St3gal3,0.000425042,0.478958188
St3gal4,0.008388758,3.598285527
St3gal6,0.001744016,0.198250172
St6galnac2,0.001645519,0.114658751
St6galnac2,0.001405371,0.116499286
St6galnac2,0.001552212,0.119629771
St6galnac2,0.002104681,0.120421482
St6galnac2,0.001747981,0.120608138
St6galnac2,0.00226736,0.122013517
St6galnac2,0.003483954,0.123217642
St6galnac2,0.002429516,0.123424468
St6galnac2,0.00225488,0.123747111
St6galnac2,0.002164943,0.125153167
St6galnac5,0.129533527,0.438632503
St6galnac6,0.002871345,0.270589545
Stag2,0.000226767,0.538498017
Stard13,0.000366327,0.173149763
Stard13,0.000104573,0.296374895
Stard5,0.000148214,3.597687843
Stard8,3.16E-05,0.099277005
Stard9,5.38E-05,0.079517956
Stat5b,2.84E-06,0.331869832
Stat5b,2.13E-05,0.344538381
Steap1,0.000937518,19.42397048
Steap2,0.003794069,3.167184965
Steap4,0.002257592,4.335696382
Stim1,0.003053699,0.568277807
Stk10,0.001983678,0.223842544
Stk11,0.000689188,0.380665277
Stk33,0.004290955,0.273681889
Stk38l,0.00026078,2.415852761
Stk39,2.66E-05,6.02510256
Stk4,0.004847577,0.424996958
Stmn1,0.019898776,0.406078771
Stmn2,2.16E-05,0.102673695
Stmn4,0.001102791,0.435638284
Stmn4,0.00499258,0.452373412
Ston1,7.80E-06,0.194455831
Ston1,0.017978704,0.460866021
Stra6,0.001581469,27.62553222
Stx19,0.00041742,2.232500023
Stx1b,0.001712531,2.130768606
Stx2,0.001739285,0.459808723
Stxbp1,0.000439986,0.223392434
Stxbp1,5.75E-05,0.265476215
Stxbp6,0.071517927,0.39423257
Styxl1,0.008082332,0.473200652
Sult1a1,0.028087015,0.229368621
Sult1a1,0.030935359,0.24974282
Sult1d1,0.003389933,0.142671894
Sult2b1,6.30E-05,16.19351766
Sult5a1,0.000481486,0.097260855
Sun2,0.001649006,0.4986706
Svep1,0.001762654,0.201344024
Svil,4.29E-05,0.428561738
Syce2,0.00768776,3.070582791
Syde1,0.0002524,0.29058944
Syde2,0.063488289,0.561654451
Syn2,0.003231392,0.369755658
Sync,0.002947873,0.374994779
Syne1,0.000203108,0.137420019
Syne1,0.001086238,0.240541723
Syne2,0.004136231,0.292665283
Syne2,0.008689285,0.413860693
Syngr1,0.068582519,2.569098423
Synj2bp,0.000168854,0.498887361
Synm,1.98E-05,0.056804759
Synm,0.000112557,0.066089864
Synm,1.39E-05,0.069362906
Synm,4.35E-05,0.11753849
Synm,0.009708106,0.194784448
Synpo2,0.000449499,0.077613404
Sys1,0.000139104,2.106174783
Syt13,0.00033788,5.765722749
Syt16,0.004681364,2.951382078
Syt17,0.00123222,0.318163948
Syt5,0.005375276,0.219873685
Syt7,0.008423071,0.372196658
Syt8,3.17E-05,29.02325844
Sytl1,2.64E-05,5.888584599
Sytl1,0.000651052,5.616044302
T2,0.000426184,0.145968656
Taar8b,0.039191434,3.407605953
Tacc1,6.74E-05,0.207332116
Tacc3,0.047700886,3.074948553
Tacr2,0.00036218,0.425142153
Tacstd2,0.000223497,7.364887044
Taf1d,0.000357494,2.295524854
Taf6l,0.003053975,2.171374574
Taf9,0.000666356,2.333986731
Tal1,0.000608045,0.171662058
Tatdn2,0.002939775,1.643292622
Tbc1d10c,0.00175484,0.136434944
Tbc1d16,0.000459138,0.384491138
Tbc1d2,0.000473337,2.873957469
Tbc1d2,0.002368373,2.517719449
Tbc1d4,0.024999294,0.624758347
Tbc1d7,0.000678942,2.777300305
Tbca,0.000178864,3.576350215
Tbkbp1,1.19E-05,0.156225337
Tbkbp1,2.41E-05,0.219573653
Tbx2,0.000953718,0.154895885
Tbx3,0.000351793,0.043048165
Tbx4,0.000201865,0.120387452
Tbx5,9.51E-05,0.083479229
Tbxa2r,0.002841043,0.268435592
Tceal1,0.00165951,0.311484234
Tceal6,0.007741779,0.462014919
Tcf15,0.000308678,0.274137946
Tcf21,0.001202646,0.047041601
Tcf4,0.000549943,0.384825171
Tcf4,0.014151715,0.391780695
Tcf7,0.002783228,0.185836182
Tcf7,0.003102013,0.322547517
Tcfap2a,6.97E-05,65.41355178
Tcfap2a,0.007423617,3.107851045
Tcfap2c,0.000247401,12.36082244
Tcp11,0.002930864,0.178724048
Tcte1,0.001361847,2.527939601
Tcte1,0.001756044,0.267902412
Tctn1,0.005253791,2.090791255
Tdg,0.005853292,2.277859099
Tead1,6.75E-05,0.426793606
Tead3,0.001171415,2.45825183
Tecpr1,0.001429762,0.369638497
Tecrl,0.00394188,0.08003404
Tecrl,0.001412835,0.085207646
Tecrl,0.000108036,0.086975906
Tecrl,0.000168447,0.091701924
Tecrl,0.000449011,0.095214098
Tecrl,0.001376351,0.098120231
Tecrl,0.000594941,0.098164383
Tecrl,0.001562466,0.101637284
Tecrl,0.001403896,0.118655112
Tek,0.000728237,0.053298893
Tekt1,0.00507004,0.109583205
Tekt1,0.003485865,0.110268255
Tekt2,0.001077377,0.203071814
Tekt4,0.004078459,0.162936464
Tenc1,0.001496961,0.18586829
Tepp,0.002857157,0.554205642
Tes,2.63E-05,2.313464561
Tet1,0.000573956,0.236695845
Tet1,0.014820368,0.417988554
Tex11,0.003067357,0.109759833
Tex15,0.000710046,7.143424678
Tex15,0.006065901,2.264541766
Tfdp1,0.007684558,2.158733462
Tfdp2,0.002118521,0.511831293
Tff1,0.000586816,537.2969528
Tff1,0.002789813,382.0746068
Tff2,0.001944898,215.304559
Tfpi,9.51E-05,0.320165092
Tg,0.00714306,0.422857287
Tgfbr2,0.000287621,0.471137112
Tgfbr3,0.000232219,0.058178892
Tgif1,0.000203416,1.913246276
Tgm1,0.009487133,15.38232645
Tgm2,6.49E-05,0.22569871
Tgm2,5.44E-05,0.255423057
Thap3,0.023744375,0.636212165
Thap6,0.002067577,1.766572655
Thbd,0.000333397,0.037112479
Thbs2,0.007033972,5.619781012
Thbs3,0.001754463,0.118785841
Thbs3,0.003034326,0.124136068
Thoc6,0.000199564,2.070130776
Thra,0.000768252,0.226695001
Thra,0.001361576,0.323328159
Thsd1,0.054815726,0.598566437
Thsd4,0.0032029,0.335582127
Tiam2,0.000878799,2.550005682
Tie1,0.000395355,0.114666737
Tifa,0.008565065,3.073023224
Timm8a1,0.002160017,3.149049057
Timm8a1,0.014792561,2.072828201
Timp1,0.002607621,6.54864289
Timp2,0.001228564,0.253256058
Timp3,0.004563989,0.263312771
Tirap,0.00029733,2.047764969
Tjp1,4.10E-05,0.417489791
Tjp3,6.05E-05,4.446022697
Tk1,0.02895881,3.589357359
Tle4,0.001485541,0.343323436
Tle4,0.000996184,0.390162174
Tln1,0.000249482,0.281673356
Tln2,0.006915935,0.51787781
Tm4sf1,0.002196918,0.152659153
Tm7sf4,0.003311725,4.262720672
Tmbim4,0.003545674,3.253817439
Tmc4,0.003715138,3.563996609
Tmc5,0.000643777,66.47094399
Tmc5,0.000133362,8.01143182
Tmcc3,0.000263594,0.173676667
Tmcc3,0.00118557,0.239313892
Tmed9,0.001866756,2.004097411
Tmeff2,0.001480559,0.067498324
Tmem100,0.000150379,0.017372614
Tmem102,8.75E-05,3.398985104
Tmem106b,0.00822076,0.62248436
Tmem109,0.000294702,0.400258496
Tmem109,0.000210876,0.40419526
Tmem109,0.000139959,0.408256561
Tmem109,0.000332533,0.410471889
Tmem109,0.000128026,0.4157724
Tmem109,0.000139199,0.417072035
Tmem109,0.000249244,0.419309837
Tmem109,9.28E-05,0.424287891
Tmem109,0.000143148,0.435716806
Tmem109,7.56E-05,0.444546572
Tmem119,0.000723017,0.243092525
Tmem120a,0.013208987,1.747835101
Tmem121,0.005573812,5.797548681
Tmem121,0.018517051,4.245046439
Tmem125,0.005133511,2.163573012
Tmem128,0.006359509,2.276797235
Tmem132a,0.000485838,2.810378335
Tmem132c,0.001868094,0.085186973
Tmem132d,0.006105864,0.335074723
Tmem132d,0.00677025,0.394624335
Tmem136,0.002711876,0.232204017
Tmem139,0.000219605,2.860408321
Tmem140,0.002603054,0.209345427
Tmem149,0.000512506,0.442004709
Tmem159,0.003772233,0.435849596
Tmem161a,0.012701226,0.612278766
Tmem173,0.003171036,2.287542408
Tmem181a,0.000162623,2.685990879
Tmem184b,0.002125977,0.411939358
Tmem20,0.002637383,2.950092269
Tmem200b,0.090764523,0.582129914
Tmem204,1.21E-05,0.086060197
Tmem208,0.000672689,0.477397801
Tmem211,0.054750231,1.679904746
Tmem213,0.006642283,5.725696262
Tmem22,0.068632371,0.453618276
Tmem232,0.008766459,0.221441172
Tmem30a,0.00011475,1.772871382
Tmem30b,0.00048809,5.104618307
Tmem40,0.000488448,15.49908689
Tmem40,0.001007445,15.29029755
Tmem44,0.018225061,0.397747882
Tmem44,0.005132726,0.40258464
Tmem44,0.012574383,0.469934934
Tmem45b,0.009993087,18.19114072
Tmem47,0.001615024,0.330197898
Tmem48,0.072559235,1.824306091
Tmem49,0.000170894,3.071507774
Tmem50a,7.28E-05,0.499478039
Tmem51,0.002124621,2.406612816
Tmem54,0.000825926,7.228226981
Tmem79,0.000161472,6.795540438
Tmem8b,0.025001302,0.525653626
Tmem9,0.006856311,2.162287061
Tmod1,0.001964951,0.088577275
Tmod2,0.005128249,0.147259064
Tmprss11a,0.00463407,51.28184149
Tmprss11bnl,0.007108193,3.501135452
Tmprss11d,0.000595158,27.21035877
Tmprss11e,0.012482864,9.206519313
Tmprss13,0.00010724,14.16976606
Tmprss4,0.000102358,3.356230883
Tmtc1,5.72E-05,0.108400208
Tmtc1,0.000254791,0.161879666
Tmtc2,0.000891583,0.462382528
Tnc,0.09395579,2.270569555
Tnf,0.004912718,3.345871805
Tnf,0.005399671,3.335882364
Tnf,0.004062672,3.328896586
Tnf,0.006487193,3.251392027
Tnf,0.007896405,3.03695314
Tnf,0.004241496,2.844908786
Tnf,0.006421845,2.715775052
Tnf,0.007045779,2.617083765
Tnfaip2,0.000677186,2.450003404
