Gene,FDR,FC
E2f8,0.104441912,2.752427355
E330009J07Rik,0.001244981,2.660952492
Ear1,0.002647097,0.059051695
Ear5,0.051524662,12.15559039
Ears2,0.004569104,2.208592462
Ebf1,6.42E-05,0.300721595
Ece2,0.004770448,2.124857319
Ecm2,1.24E-05,0.101483411
Ecscr,0.007107818,0.264881143
Ect2,0.020901138,2.952314769
Ect2l,0.004573224,0.309006424
Edil3,0.000765534,0.088044468
Edn1,0.135979322,0.568609991
Edn1,0.131743254,0.582189606
Edn1,0.1471972,0.582324145
Edn1,0.139650112,0.584278461
Edn1,0.17276677,0.594419079
Edn1,0.163550857,0.618893659
Edn2,0.028928759,10.16309641
Ednra,0.000175328,0.210262157
Ednrb,0.000500426,0.130427293
Ednrb,0.001188424,0.135119177
Eef1b2,0.000886811,2.005384069
Eef1e1,0.009185486,2.030898295
Eef2k,3.19E-05,3.155392735
Eef2k,0.000511989,2.64175334
Efcab1,0.001725217,0.310583364
Efcab10,0.009291296,0.187441011
Efcab4a,0.002355201,0.610706179
Efcab6,0.001981415,0.321824152
Efhb,0.00415836,0.212787293
Efhc1,0.001856851,0.268129883
Efhd2,0.002241368,2.512990739
Efna5,7.99E-05,4.581178072
Efnb1,0.000587142,0.267067323
Efnb2,0.001469184,0.187697089
Efnb2,0.000442517,0.389731203
Efs,0.000255967,4.377683654
Egfl7,0.000659938,0.110559713
Egflam,0.000825752,0.333269526
Egfr,0.000306426,2.340048449
Egln3,0.000247149,76.39976521
Egln3,0.000308587,51.21822442
Ehd2,0.010647807,0.252517735
Ehd2,0.004242214,0.264174655
Ehd3,0.037227223,0.457830741
Ehd4,0.000326383,0.158411031
Ehd4,0.000678888,0.223961686
Ehf,1.42E-05,37.38026557
Ehf,1.02E-05,35.27181973
Eid1,9.71E-06,0.328587926
Eid1,0.000147233,0.358491244
Eif2s3y,0.006867897,0.032644545
Eif6,0.00375076,2.784452234
Eif6,0.000963078,2.019032418
Elf3,3.11E-06,11.37864501
Elk3,0.007597605,0.475773252
Ell3,0.004996743,5.530409736
Elmod1,0.002157718,0.162005886
Elovl6,0.002486434,3.185595284
Eltd1,0.002099998,0.139432322
Emcn,0.004953777,0.329513171
Eme1,0.007031619,2.004265468
Emid1,0.008093439,0.303345994
Emid1,0.007333872,0.31153882
Eml1,5.73E-06,0.207746433
Eml1,5.38E-07,0.229398145
Emp2,0.001822751,0.225694606
Emp2,0.001914064,0.243354119
Emr4,0.004933711,0.111472657
Enah,0.000151146,1.955021973
Eng,0.000104367,0.099275914
Engase,5.42E-05,3.452039277
Enho,7.86E-05,0.195043946
Enho,4.18E-05,0.20510104
Eno1,0.002469357,3.395691041
Eno4,0.001539973,0.162847496
Enpep,0.000381031,0.074603964
Enpp1,0.005656392,3.332216329
Enpp2,0.003872556,0.199451301
Enpp3,1.97E-05,20.76770661
Enpp4,0.005891056,0.305436328
Entpd3,0.013228068,3.580048371
Entpd5,0.000285649,2.111724552
Entpd6,0.00124538,2.05718847
Entpd8,0.001504776,0.144855615
Epas1,0.00058695,0.22278669
Epas1,0.001887744,0.288776643
Epb4.1,0.009672811,0.360161774
Epb4.1,0.011072872,0.436242624
Epb4.1l2,0.002587169,0.304984709
Epb4.1l3,0.011404356,0.255983777
Epb4.1l4b,0.000604491,0.405708449
Epb4.1l5,0.002557798,0.177739725
Epb4.9,6.28E-05,0.198323201
Epcam,0.001579539,5.848795547
Epdr1,0.000112527,0.195192434
Epgn,0.002944569,11.01724904
Epha3,0.068823648,0.308246962
Ephb4,5.86E-05,0.201949643
Ephb4,0.000402357,0.280794989
Ephx2,0.000197011,4.323508261
Ephx4,0.12758399,1.688423644
Epn2,0.000565117,0.328109796
Epn2,0.000204401,0.36074445
Eppk1,0.004742111,1.910620931
Eppk1,0.010258329,1.781142076
Eps8,0.003753784,2.495142089
Eps8,0.001143034,2.478651254
Erbb2,0.000809539,3.010320391
Erbb2,0.001316652,2.985890665
Erbb2,0.000501072,2.948718172
Erbb2,0.000410572,2.926813075
Erbb2,0.000824263,2.904951629
Erbb2,0.000324449,2.874435698
Erbb2,0.000285659,2.854939704
Erbb2,0.000204793,2.776999515
Erbb2,0.000377496,2.753713523
Erbb2,0.000353282,2.665782436
Ercc6l,0.007795781,2.891090099
Ercc6l,0.048018886,2.243128175
Ercc6l,0.087079426,2.177213207
Ercc6l,0.083132002,2.15654151
Ercc6l,0.018937894,2.064112129
Ercc6l,0.083239476,1.970649906
Ercc6l,0.214214042,1.821271515
Ercc6l,0.225181027,1.816646666
Ereg,0.00129482,19.91664751
Erg,0.000942757,0.173079853
Erg,0.005465608,0.187890828
Ergic1,0.002486823,2.614518827
Erh,0.000128463,2.026947402
Erlin2,0.000430557,2.033024869
Ero1l,0.024857585,3.000979082
Esam,0.0012579,0.169592782
Esco2,0.007694272,2.977979622
Esd,0.000143576,2.256046638
Esd,0.000149837,2.195824046
Espl1,0.13774646,1.956712813
Espn,0.009215298,0.441649178
Esrp1,3.17E-06,7.023902811
Esrp1,2.24E-07,4.68353256
Esrp2,0.001567522,2.78951665
Esrra,0.000247609,2.55672402
Esrrg,0.007723652,0.377877933
Ets1,0.002179216,0.273939482
Ets1,0.002769038,0.284915795
Etv1,6.95E-05,0.173360659
Etv1,0.009719356,0.420591557
Etv4,5.45E-05,4.770491914
Etv4,0.000746151,4.379084021
Etv5,0.005822642,0.099759228
Etv6,0.00023264,2.496599607
Evc,0.010235011,0.438566906
Evl,0.007003213,0.228506036
Evpl,0.000979867,8.735254532
Exo1,0.031197832,4.670344668
Exoc3l,0.000832424,0.23686459
Exoc3l2,0.009083508,2.169465385
Exoc8,0.024850908,0.629201455
Exosc9,0.000403435,2.081522656
Expi,0.000905682,15.86960602
Extl3,0.000294579,0.483039938
Eya2,4.13E-05,5.064958144
F3,0.017004345,5.332333371
F3,0.012712585,5.219201267
F630043A04Rik,0.133269853,2.671681605
Fabp1,7.77E-06,0.009999213
Fabp12,0.006559733,0.227305123
Fabp6,5.76E-05,28.58260394
Fam107a,0.005367121,0.434873776
Fam110c,0.000147165,8.765619817
Fam110c,2.62E-05,6.338012528
Fam113b,0.006754345,0.301273006
Fam115a,0.000917949,0.525526882
Fam116b,0.000597791,1.949848048
Fam117a,0.001066346,0.463904979
Fam126a,0.005323497,0.358624881
Fam131a,0.002049672,0.365460694
Fam131c,0.005532375,2.502911173
Fam132b,0.031085318,3.453462796
Fam132b,0.01003241,1.971613096
Fam132b,0.01139881,1.779541132
Fam13c,4.36E-05,0.21679975
Fam149a,4.73E-05,0.234673637
Fam149a,0.00051684,0.352893328
Fam151a,0.004176926,0.451647614
Fam154b,0.004795173,0.243835147
Fam160a1,0.000858734,2.275744822
Fam160a1,0.008000331,2.150244416
Fam162a,0.003104323,2.708068644
Fam162a,0.004354313,2.646551078
Fam162a,0.002699833,2.628703438
Fam162a,0.005244478,2.626103069
Fam162a,0.004848231,2.601445232
Fam162a,0.003588192,2.579001393
Fam162a,0.005022447,2.567983431
Fam162a,0.005236115,2.549838504
Fam162a,0.002236374,2.523735116
Fam162a,0.008304938,2.437258102
Fam162b,0.000283193,0.012254872
Fam162b,0.000177969,0.01333844
Fam162b,0.000230018,0.014399166
Fam162b,0.000279536,0.014490502
Fam162b,0.000530869,0.016356465
Fam162b,0.000257004,0.016533158
Fam162b,7.24E-05,0.016854555
Fam162b,0.000192978,0.017113734
Fam162b,0.000300076,0.017624542
Fam162b,0.000319111,0.017957965
Fam174b,0.009976934,0.412798528
Fam176b,0.000637043,0.40662956
Fam176b,0.001980321,0.455378543
Fam178b,0.006253523,3.552478405
Fam181b,0.012075483,0.142986537
Fam183b,0.006351496,0.070828994
Fam189a1,0.000687382,0.380755388
Fam189a2,0.001592577,0.168258833
Fam189b,0.000286276,0.410066206
Fam198a,0.003553616,0.420734063
Fam19a1,0.000198185,0.327773859
Fam20b,4.24E-05,2.967168172
Fam25c,0.000514362,21.03764304
Fam26e,0.00030551,0.227725569
Fam38b,0.002252319,0.247017154
Fam38b,0.008831189,0.375735546
Fam3b,0.000755568,12.83907856
Fam40b,0.00407743,0.25854196
Fam46a,0.005596577,2.000182271
Fam47e,0.00028601,0.148363449
Fam47e,0.000409953,0.276092892
Fam49a,0.000212737,0.087337824
Fam49a,0.000633483,0.107649036
Fam49a,0.000625721,0.192432521
Fam54a,0.015148666,2.103596438
Fam55c,0.000968265,0.053030681
Fam57a,0.002805792,4.397535877
Fam57a,0.008044007,2.726867976
Fam57b,0.003923474,0.249673698
Fam59a,0.003150779,3.059789102
Fam64a,0.064808489,3.0493065
Fam65a,0.000121195,0.180236761
Fam65b,0.00201226,0.157309992
Fam78a,0.003216855,0.166324072
Fam81a,3.63E-05,0.325048908
Fam82a1,0.000529721,0.388567046
Fam83a,4.22E-05,7.33393303
Fam83b,0.002691788,3.639948564
Fam83d,0.070234738,3.182003022
Fam83e,0.00062454,15.92430022
Fam83f,0.000798569,2.346422013
Fam83g,0.000807775,5.36307052
Fam83h,8.19E-05,8.736659329
Fam84a,0.000112325,11.55418347
Fam92b,0.008445292,0.111496022
Fanca,0.231984556,2.268633548
Fancc,0.047144334,0.480501616
Fanci,0.024522361,2.744476018
Fank1,0.000836515,0.122803346
Far1,0.000306837,5.585823584
Far1,0.000331006,4.589059529
Far1,0.000421974,4.276650354
Fas,0.000257688,0.169135844
Fas,0.001896978,0.18369917
Fat1,0.001057593,2.811566784
Fat2,2.62E-05,21.16821392
Fat3,0.00830056,0.314892322
Fat4,0.004696291,0.325113532
Fbp1,0.025403579,5.839216879
Fbxl13,0.008323044,0.169289751
Fbxl15,0.001719039,1.97968372
Fbxl16,7.39E-05,0.204716571
Fbxl3,0.000824892,0.443697708
Fbxl7,1.49E-05,0.172160964
Fbxo21,0.00221085,0.475512557
Fbxo32,0.027430166,4.949327596
Fbxo32,0.048098389,4.825180839
Fbxo32,0.044278609,4.762329294
Fbxo32,0.048044048,4.657965039
Fbxo32,0.055767086,4.598444511
Fbxo32,0.042632636,4.592095758
Fbxo32,0.048098632,4.586083928
Fbxo32,0.04738491,4.500462253
Fbxo32,0.069168359,4.156122587
Fbxo32,0.057364809,4.154093197
Fbxw9,0.001108892,2.439830171
Fcer1a,0.040613497,0.468078437
Fcgr2b,0.025906923,3.172150575
Fcgr2b,0.024522057,2.944035763
Fcgr2b,0.037371583,2.891236604
Fcgr2b,0.033340629,2.798831858
Fcgr2b,0.040446904,2.79348177
Fcgr2b,0.039731911,2.779005728
Fcgr2b,0.043938979,2.772731765
Fcgr2b,0.04738761,2.760401268
Fcgr2b,0.040629056,2.732323455
Fcgr2b,0.043157022,2.65035149
Fchsd2,0.008558521,0.432663381
Fcna,0.007190936,5.120576765
Fdft1,0.01069029,2.065040379
Fen1,0.02975099,2.071549125
Fer1l4,1.04E-05,52.84979713
Fermt1,0.002549093,5.602560352
Fermt2,0.000411624,0.142131186
Fermt2,9.56E-06,0.303208639
Fetub,0.000128349,116.7688863
Fez2,0.000162466,0.49417827
Fgd5,0.003724078,0.311964182
Fgf1,0.002671397,0.219106539
Fgf1,0.100429989,0.496319721
Fgf10,0.000839923,0.108836713
Fgf10,0.000671975,0.11487684
Fgf10,0.000257444,0.11876479
Fgf10,3.30E-05,0.13147811
Fgf10,0.000209098,0.131478548
Fgf10,0.000287004,0.134214874
Fgf10,9.72E-05,0.137461579
Fgf10,0.000543504,0.137929711
Fgf10,0.00047306,0.153728243
Fgf10,0.000141413,0.166003727
Fgf18,0.002699567,0.181527477
Fgf18,0.001477556,0.186611255
Fgf23,6.02E-05,0.350809516
Fgf7,0.000316993,0.098583802
Fgf8,0.000319173,3.224124194
Fgfr1,0.000730204,0.36361177
Fgfr1,9.21E-05,0.409220578
Fgfr4,3.47E-05,0.029027718
Fgfr4,0.000109421,0.104599857
Fgfrl1,0.000366878,0.46469461
Fgg,0.038299879,4.67263659
Fgl1,0.000136941,20.6456649
Fgl1,0.000999992,10.86353163
Fh1,0.003740595,2.005719124
Fhad1,0.001165227,0.16722867
Fhad1,0.000639848,0.223832452
Fhl1,0.0006283,0.096947173
Fhod1,0.00259801,0.428591233
Fibin,1.85E-05,0.088579366
Figf,0.000234316,0.093374734
Figf,0.000519667,0.094066266
Figf,0.000336465,0.096000092
Figf,0.000428653,0.096039377
Figf,0.00029853,0.097472013
Figf,0.000393242,0.097558164
Figf,0.000302293,0.097670707
Figf,0.000317583,0.10434604
Figf,0.000471044,0.105805656
Figf,0.000518356,0.107314564
Fign,0.000586246,0.090888989
Fignl1,0.072933466,2.969289159
Fignl1,0.124990672,2.38718362
Fitm1,0.005085754,0.282800353
Fkbp1a,0.000469234,0.274606608
Fkbp7,0.000675052,0.286132484
Fkbp9,0.014264047,0.562174911
Fli1,0.003368237,0.305329811
Flna,0.005375664,0.407595924
Flnb,0.004732273,2.307335337
Flrt1,0.000221701,0.246404159
Flrt3,0.001291048,0.163676109
Flrt3,0.000782639,0.183906942
Flrt3,0.00091853,0.184204902
Flt1,0.000124675,0.122867971
Flt3,0.002007671,0.20964578
Flt3,0.002899639,0.478428599
Flt3l,0.00166676,0.230272934
Flt3l,0.003193821,0.341721551
Fmn1,4.36E-05,2.763490775
Fmo1,0.006112171,0.127958251
Fmo1,0.010390943,0.207717841
Fmo2,0.001427262,0.10040068
Fmo3,0.04893447,0.078127251
Fmo3,0.032454386,0.172989108
Fmo5,0.000370175,0.203051703
Fmo5,0.003279845,0.308971278
Fnbp1l,8.14E-05,0.502331211
Folh1,0.072537014,0.663996101
Fosl1,0.002207027,6.123036088
Fosl2,0.002005747,3.617451979
Foxa1,0.000697,3.87585581
Foxd2,0.006135723,0.42983276
Foxf1a,0.000389638,0.11803918
Foxf2,0.001037191,0.116628316
Foxm1,0.027461599,2.863666996
Foxm1,0.004969672,2.024532809
Foxp1,0.045186462,0.526193134
Foxq1,4.90E-06,19.81089597
Frem1,0.005312506,0.135657739
Frk,0.005518316,2.505226603
Frmd4a,5.49E-05,0.236012454
Frrs1,0.000514326,3.705165316
Fry,0.00039983,0.228344737
Frzb,0.005437657,2.851858258
Fscn1,0.036133383,4.487078716
Fuca1,0.001125355,2.022943846
Fuca2,0.000447942,2.259869787
Fut1,0.001701288,35.48297631
Fut10,0.018053316,0.449642371
Fut7,0.001994133,0.34352415
Fxyd1,9.67E-08,0.113846193
Fxyd3,2.88E-05,46.02718631
Fxyd4,0.00049548,131.639753
Fyn,0.001281265,0.230258999
Fzd10,2.63E-06,30.59235979
Fzd4,0.002997931,0.32359086
Fzd7,0.006103326,0.455563324
G0s2,0.002034077,0.181230729
G3bp1,0.001018304,2.003229304
G630025P09Rik,0.001142403,2.626372586
G6pd2,0.001526011,2.358320422
G6pdx,0.00055931,2.719077788
Gab3,0.000836677,0.183434033
Gabarapl1,0.00179465,0.29177325
Gabbr1,0.004908699,0.405788146
Gabbr1,0.001697229,0.475983343
Gal3st1,0.001559194,2.631798507
Gale,1.28E-05,4.959040233
Galnt12,3.80E-05,21.66908132
Galnt12,5.52E-06,18.78005026
Galnt3,7.92E-05,7.198493381
Galnt5,0.006145408,6.959524736
Galnt6,0.002025482,4.076753188
Galnt6,0.002261656,3.701319844
Galnt7,0.001075253,2.388651223
Galntl1,0.000129212,0.190943012
Galntl2,0.010336284,0.211080939
Galntl2,0.002071094,0.358846836
Galntl4,0.000639769,0.514029863
Gap43,0.003163955,0.027703953
Gapdh,8.76E-05,3.987049551
Gapdh,2.43E-05,3.612505855
Gapdh,0.000438659,3.598956684
Gapdh,0.000367908,3.499649677
Gapdh,6.18E-05,3.465414488
Gapdh,0.000154006,2.814558359
Gapdh,0.00138794,2.577058412
Gapdh,0.001106089,2.380306137
Gas1,0.126697633,0.456158698
Gas2l2,0.008036897,0.376468012
Gas2l3,0.036109301,2.143313022
Gas2l3,0.043777603,1.99433852
Gas5,0.000708893,2.685858599
Gas5,0.000281618,2.093221741
Gas6,0.002090436,0.227824454
Gata1,0.002121978,0.176176894
Gata2,0.001151128,0.056167078
Gata3,7.90E-05,0.08530933
Gata6,0.001180007,0.243443766
Gba,0.005635751,1.860515908
Gba2,0.002361081,0.52548285
Gcap14,0.00016686,0.365762885
Gch1,0.00029356,4.165440335
Gch1,0.009729848,2.701403551
Gcnt1,9.04E-05,9.002946586
Gcnt3,0.006827721,19.03808259
Gcom1,0.000742478,0.055503803
Gda,0.001706935,2.738399561
Gda,0.003252801,2.519549815
Gdf1,0.000289571,0.241267784
Gdf15,0.034074775,2.248012751
Gdf2,0.003496293,0.333248278
Gdf3,0.01128779,4.700459432
Gdf5,0.001189892,3.298952125
Gdf6,0.00211591,5.909614402
Gdf9,0.001579977,0.462214262
Gdpd5,0.004427337,2.759496032
Gem,0.007050408,0.446707334
Gen1,0.035606057,2.547847062
Gfpt1,0.001440769,3.430668357
Gfpt1,0.00041901,2.881998662
Gfra2,0.002425616,0.097610786
Gfra3,0.006189994,0.230525419
Ggct,0.003688855,2.965065031
Ggcx,0.089841638,0.650270566
Ggh,0.00167845,3.206250384
Ghr,0.001828788,0.235063049
Ghr,0.000824135,0.260712644
Ghrl,0.001402243,0.267143677
Gimap1,0.000307515,0.166302262
Gimap3,0.00146638,0.127294864
Gimap4,0.000990035,0.133180828
Gimap4,0.014267998,0.192569928
Gimap4,0.00070995,0.255314029
Gimap5,0.000630934,0.255844403
Gimap6,0.001170381,0.150943017
Gimap8,0.000414706,0.122405233
Gimap9,0.001804301,0.384660497
Gins1,0.044326485,2.320687565
Gins2,0.000703625,3.872588998
Gipc1,0.002454602,2.371698556
Gja1,0.001281063,6.080120161
Gja1,0.000703418,5.900279289
Gja1,0.001824948,5.619528897
Gja1,0.001584691,5.589805439
Gja1,0.000876203,5.582838186
Gja1,0.000989551,5.577483274
Gja1,0.000519989,5.508051712
Gja1,0.000180555,5.301687496
Gja1,0.000634388,5.282734709
Gja1,0.000524803,5.206597884
Gja4,0.000902635,0.171213969
Gjb2,1.47E-05,20.0451457
Gjb3,0.000797533,15.80942113
Gjb4,3.89E-05,31.7132548
Gjb5,0.004471189,2.386815962
Gjb6,9.82E-05,0.231247659
Gjc1,0.002916038,0.335013104
Gjc2,6.04E-06,0.402088271
Gkap1,0.003277511,0.340113041
Gkap1,0.009315727,0.385747573
Gla,0.001681897,0.484213411
Glb1,8.12E-05,2.302682914
Glb1l3,0.006152943,0.356811906
Glcci1,0.000150323,0.138532062
Glcci1,5.83E-05,0.150947223
Glcci1,0.000958271,0.328174744
Gli1,0.002099858,0.277817925
Glis2,0.001463435,0.173228641
Glis3,0.00335963,6.555970728
Glod5,0.012216383,7.175219076
Glp1r,0.000647542,0.2038087
Glt1d1,0.00289811,2.070665279
Glt25d2,0.0016494,0.130927037
Glt28d2,0.002238391,2.269378682
Gltpd1,0.007094669,1.815749972
Gm1006,0.001566626,20.73088978
Gm10125,4.44E-05,0.261260453
Gm10290,4.89E-05,3.964346915
Gm10290,0.000187728,3.24752876
Gm10394,0.007496826,4.159817909
Gm10631,0.002345668,0.457716495
Gm10639,0.018791176,13.54874105
Gm10848,0.001770447,0.281540541
Gm1123,0.001053102,2.063654299
Gm11346,0.004102042,0.198336695
Gm11428,0.085425453,4.94203451
Gm11449,0.000347603,2.024683384
Gm11938,0.013270105,2.323387737
Gm12,0.147377971,0.615197795
Gm12070,0.000313423,3.77124324
Gm12070,0.000722308,3.135405858
Gm12070,0.000534083,2.507416827
Gm12216,1.05E-06,0.102168015
Gm12824,0.003686747,0.384490938
Gm12824,0.006928035,0.488580136
Gm13152,0.002815897,0.479701767
Gm13229,0.084465169,2.34259681
Gm13272,0.005912997,2.537685105
Gm13275,0.004422708,2.300900192
Gm13284,0.008716802,2.118202062
Gm13298,0.007725441,0.255428926
Gm13298,0.008576585,0.387206881
Gm13547,0.006714995,2.182828159
Gm13552,7.15E-05,2.403133681
Gm14137,0.001008137,3.452460436
Gm14326,0.061590014,0.591736853
Gm14431,0.003595441,0.487047298
Gm14446,0.048244055,8.117541057
Gm15032,0.000250965,2.083570711
Gm15401,8.46E-06,2.898711229
Gm15645,0.001876537,2.234327555
Gm1574,0.00059895,0.133706165
Gm16379,0.000189137,4.446525098
Gm1987,0.005843065,0.217336891
Gm2137,0.003591998,0.477289353
Gm2149,0.002823448,0.186691624
Gm2155,0.000497225,0.22653061
Gm216,0.01361715,0.598935122
Gm2379,0.006783181,2.264027276
Gm2695,0.000185753,2.231501548
Gm281,0.001128063,0.241157678
Gm3065,0.018739155,0.181010348
Gm3364,0.000501695,0.190580597
Gm3367,0.000799625,2.381217576
Gm3740,0.023191812,2.664346578
Gm4368,0.006740004,0.434945473
Gm4588,0.000660808,0.305664878
Gm4788,0.002267568,0.382212339
Gm4862,0.002488701,2.145998173
Gm4907,2.03E-05,2.740800459
Gm5068,0.000390416,4.016142824
Gm5069,5.05E-05,4.156516342
Gm5069,0.000153959,4.01558386
Gm5069,0.000125289,3.973426886
Gm5226,0.00054473,0.317245733
Gm5244,0.01089162,2.085313268
Gm5464,0.000406042,0.425468871
Gm5480,0.008051462,3.324130929
Gm5506,0.000431909,5.430283392
Gm5506,0.002598244,3.318771902
Gm5537,7.29E-05,5.554710154
Gm5547,0.007363632,0.180372285
Gm5699,0.005035295,1.550845232
Gm6252,0.000500994,0.428764888
Gm626,0.008241705,0.143007062
Gm6320,7.21E-05,0.333597672
Gm6329,0.001846029,4.627811996
Gm6498,0.000241316,3.80648841
Gm6531,0.006900266,2.427059064
Gm6981,0.000223752,4.37560159
Gm6981,5.36E-05,4.203217064
Gm6981,0.000527201,3.945574872
Gm6987,0.003148452,2.884284187
Gm71,0.001777655,1.782933842
Gm7251,0.000100947,3.884763224
Gm757,0.004202813,4.093497379
Gm7676,9.17E-06,22.65251791
Gm7689,0.000299567,0.328952861
Gm7897,0.003129021,12.20581195
Gm8096,0.000109276,2.88435074
Gm8709,0.000143962,4.022775862
Gm8709,0.000494998,3.100947232
Gm88,0.000172509,0.457304495
Gm885,0.000253456,0.499982247
Gm9573,0.002527197,194.8809692
Gm9706,0.009560625,3.196435661
Gm9855,0.001626348,2.277667819
Gm9908,0.000123848,9.079030708
Gm9927,0.000923024,0.270327617
Gmds,4.99E-05,3.580539383
Gmnn,7.27E-05,3.410969997
Gmppb,4.11E-05,3.095495747
Gmpr,0.013931668,4.123310694
Gna15,0.000493381,2.886405723
Gnai2,0.002310605,0.446337511
Gnao1,0.000194804,0.058865928
Gnao1,3.64E-05,0.144162521
Gnb3,2.05E-05,0.322376858
Gnb4,0.000401956,0.247980441
Gnb5,0.007653709,2.37610999
Gng11,0.000659712,0.120003789
Gng12,0.003314234,1.770119754
Gnmt,0.002180045,0.369737159
Golga7b,0.00102093,2.037769283
Golm1,2.91E-05,6.265354183
Golt1a,0.002317976,2.26675303
Got2,0.001054553,2.037156926
Gp1ba,0.002316982,0.102262322
Gp2,0.002002038,1071.512004
Gp5,0.005880327,0.225126393
Gp6,0.008976243,0.361336954
Gp9,0.000394617,0.079312791
Gpa33,0.000247667,4.82266739
Gpc3,0.00185684,0.168601456
Gpc4,0.00016486,3.03062692
Gpd1l,0.005000888,2.352722376
Gpd2,0.001283312,2.052987686
Gpihbp1,0.000112784,0.271734913
Gpm6a,0.006744968,0.051778776
Gpm6b,0.000305756,0.098900927
Gpr116,4.88E-07,0.082864886
Gpr120,0.008239912,2.941164632
Gpr124,0.006627189,0.257257745
Gpr125,0.002507273,0.392814664
Gpr126,0.000612967,0.245410417
Gpr128,0.002947341,6.871619334
Gpr146,0.000921005,0.121611786
Gpr153,0.002879514,0.237155255
Gpr160,0.00119262,3.11489347
Gpr176,0.001908613,4.776871694
Gpr182,0.00085523,0.088921959
Gpr4,0.000901722,0.324875338
Gpr84,0.039485633,3.748848328
Gpr85,7.32E-05,2.943031314
Gpr87,5.50E-06,503.7094007
Gprasp1,0.001818634,0.313771956
Gprasp2,4.46E-05,0.122488464
Gprc5a,0.004367619,0.410357479
Gprc6a,0.003398692,0.168930241
Gpsm2,0.019644641,2.317022204
Gpt2,0.000247722,4.042128278
Gpx2,0.000463861,10.40337744
Gpx3,0.000196628,0.149350804
Grap,0.000136798,0.142853711
Grap2,0.001602629,0.155318072
Grap2,0.008196782,0.291140199
Greb1,0.00054305,0.104167868
Greb1,0.000326645,0.296425812
Grem1,0.00695118,9.986514334
Grhl1,0.002461362,5.878322173
Grhl2,0.000265667,4.008969037
Grhl2,0.000650464,3.76539097
Grhl3,0.001373077,25.95918006
Grhpr,0.00012013,2.885267582
Gria3,0.000886535,0.131387027
Gria3,0.000732611,0.25007466
Grik3,0.003632219,0.198972722
Grik4,0.002603136,0.445943881
Grin2c,0.000193308,0.025552323
Grk4,0.008810558,0.37712341
Grk5,0.000336889,0.198039713
Grlf1,0.000368527,0.481784498
Grtp1,0.005396561,0.216550902
Grtp1,0.011090913,0.218735883
Grtp1,0.007210756,0.226083101
Grtp1,0.005470195,0.2273177
Grtp1,0.006944711,0.229280435
Grtp1,0.009156008,0.22983284
Grtp1,0.008866534,0.232109439
Grtp1,0.006907768,0.237758378
Grtp1,0.007716762,0.241967303
Grtp1,0.007933318,0.245418284
Grwd1,0.001855238,2.091687088
Gsdmc3,0.002481848,54.67679433
Gsdmc3,0.007552623,4.491721544
Gsg1l,0.009271859,0.246319796
Gsg1l,0.009162621,0.447270086
Gsn,7.37E-06,0.064671616
Gsn,4.91E-06,0.066256043
Gsr,0.000202161,2.515694832
Gsr,0.001037595,2.224767487
Gsta1,0.004336806,57.6925893
Gsta4,1.74E-05,14.30008157
Gsta4,2.94E-05,13.71754269
Gsta4,9.32E-06,13.6822149
Gsta4,1.11E-05,13.24912857
Gsta4,1.44E-05,13.20206273
Gsta4,1.32E-05,13.0821401
Gsta4,1.64E-05,13.05235791
Gsta4,7.54E-06,13.03914434
Gsta4,4.28E-06,12.92617255
Gsta4,1.40E-05,12.68465828
Gstm1,0.008739178,0.248125983
Gstm1,0.009225403,0.254638504
Gstm3,0.029928636,0.386436699
Gstm4,0.023216001,0.356072108
Gsto1,0.000659492,17.62997421
Gtf2a1l,0.007871372,0.423130134
Gtse1,0.003601486,3.738143417
Gtsf1,0.070283427,1.658634522
Gucy1a2,8.37E-05,0.16828777
Gucy1a2,0.000573534,0.275377019
Gucy1a3,0.000174069,0.0667741
Gucy1b3,6.49E-05,0.088228546
Gulp1,1.16E-05,0.216035061
Gvin1,0.003645376,0.08025549
Gxylt1,0.005484657,1.691398418
Gyk,0.000361773,3.843861878
Gyltl1b,0.000176953,3.588157586
Gyltl1b,0.00016432,3.143409319
Gypc,0.000623147,0.164575143
Gys1,0.000386157,2.171765635
Gys1,0.000576109,2.09257889
Gzme,0.004404199,4.4875441
H2afv,0.00103003,0.359120678
H2afy,0.000259992,2.27213708
H2afy3,0.126343029,0.531487096
H2-Gs10,0.000130749,0.388359863
H2-Oa,0.007426791,0.328489506
H2-Ob,0.003722391,0.154459385
H2-Ob,0.013245422,0.423849229
H2-Q1,2.36E-05,0.057238782
H2-T24,0.002458825,0.287624561
H6pd,0.005605279,0.422270815
Has2,0.000105135,12.77883446
Hba-a2,0.007696577,0.109636438
Hbb-b1,0.00621793,0.064047945
Hbb-b2,0.001711221,0.035288424
Hdac3,0.002098991,2.184351367
Hdac5,0.004799841,0.399614685
Hdac6,0.000981577,1.57551318
Hdac7,0.001802963,0.423756505
Hddc2,0.000455542,3.885758148
Hdgfrp3,0.070534877,0.374735205
Hdlbp,0.000719744,2.178592939
Hdx,0.008147788,0.398826321
Hebp2,0.000166942,30.57103
Heca,7.24E-05,0.459694195
Hecw2,0.000316166,0.105672165
Hecw2,0.002181452,0.106054662
Hecw2,0.004108118,0.206163627
Heg1,3.85E-07,0.307229713
Hells,0.097977781,2.00036852
Hepacam,0.008881777,0.34545206
Hepacam2,0.006114391,0.178627388
Heph,0.012835845,0.462010659
